Keyword,Tweet
bard,"RT @ravingraven_: barbara: just who is that bard?
jean, internally panicking: that bard is a disney princess https://t.co/DkNFgz9Lms"
bard,"#BardAI #Google got new Image search option and with search result this UI looks amazing 😻 .
#GoogleIO2023 #bard… https://t.co/2kl4Kjs6Mz"
bard,"@BrianRoemmele Bard isn't available everywhere - it's not available in Norway for example, not sure on other places."
bard,"Greenhouse utilises LLMs, including models like Bard and GPT-2, for various data processing and labelling tasks rel… https://t.co/d4Sa4grX8y"
bard,"RT @rowancheung: Microsoft just made one of the biggest AI announcements of the year at Build 2023.

Plus, more announcements from Adobe Ph…"
bard,"@realBradStaggs @RealRonPhillips @RealDailyMojo  #WhatILearnedToday #Mojo50
Have a good vacation, Bard and Don. I p… https://t.co/W2zrSMrJuL"
bard,"RT @Arendt_Center: Our Ideas Forum in Washington, DC explored The Future of American Leadership on The World Stage. Students from the @BHSE…"
bard,"4. The same window from the traveler is in the sky, but this is different.

Cayde says: ""whatever the hell that is.… https://t.co/Oga9Jx3Pb2"
bard,"3. Cayde's Gun has a blue fractal pattern on it.  

HOIL has a similar theme. Here's the flavor text: ""On the cusp… https://t.co/XcfuaFiiXo"
bard,"2. Ikora's ghost (Ophiuchus) is with her.

A popular theory is that Ikora is just being a Thanatonaut, or voluntari… https://t.co/HhVvE3aSLW"
bard,"Eager to discuss THAT trailer 🧵

1. Ikora has to fill Cayde in on what has happened.  

Where ever Cayde is or was,… https://t.co/J6HBDoeCDG"
bard,"RT @coingecko: #AI has been all the rage this week! 🤖

Let's dive deeper to understand how the release of @OpenAI's #ChatGPT and @Google's…"
bard,ChatGPT or Google's Bard?
bard,"RT @ravingraven_: barbara: just who is that bard?
jean, internally panicking: that bard is a disney princess https://t.co/DkNFgz9Lms"
bard,"RT @Itsshaunach: D&amp;D, but in a Haunted House 

🎙 - autistic bard
🗡 - secretly soft rogue
🛡 - cowardly paladin
🛤 - railroading DM
🏚 - settin…"
bard,"🌟 Stunning Transformation 👑 - Stable Diffusion Animation - #shorts #ai #gpt #stablediffusion 

♥#bard
♥#gpt4
♥… https://t.co/nItnWLiwKQ"
bard,RT @dougbrownDBA: Google's Bard AI says urgent action should be taken to limit (*checks notes*) Google's power https://t.co/encA2dl4S0 http…
bard,"RT @_gulam_anas_: Don't limit yourself to just ChatGPT and Bard,

Here are 8 AI tools you don't wanna miss:

① https://t.co/kJyCR0PyiZ ⇒ No…"
bard,@CommodityImpVol @TradersCom @BadfishRanch @hap317 @chigrl @robert__gibbons @staunovo @BrynneKKelly @KnovaWave… https://t.co/tT28E7W1Tw
bard,"RT @GBallarani: ChatGPT is so last year 🤯

🤖Meet Bard 🥳 the new AI darling that can do it all.

🧵 #GoogleBard #ChatGPT #AI https://t.co/Q8Z…"
bard,"RT @ravingraven_: barbara: just who is that bard?
jean, internally panicking: that bard is a disney princess https://t.co/DkNFgz9Lms"
bard,"first no bard now this? why can't canada have AI?

""the full list of countries where the ChatGPT [app] is now avail… https://t.co/EidMfv3lJY"
bard,"BARD comments on Liz tweet 

In the tweet, the author is pointing out that GDP was revised up to +1.3% in Q1, but G… https://t.co/DxfwG1haEB"
bard,"RT @kwiktwik_co: 🚀 Checkout our new article on @Medium! 🎉

🔑 ""Unleashing the Power of KwikTwik &amp; Buddhi AI: Revolutionizing Automation &amp; In…"
bard,"Unleashing the Power of AI: Exploring the UI of Chatbots: How ChatGPT and Bard’s UI compare

Continue reading on UX… https://t.co/DxXvnvkZIQ"
bard,#Bard is bad for searching research papers. The first one is my own paper with wrong author names and year. https://t.co/4gKiRVx5iY
bard,"This week we let the hogs loose in the pasture. Or as Billy the Bard might say, we “Cried Havoc and let slip the ho… https://t.co/HiA6TflC7L"
bard,"RT @ravingraven_: barbara: just who is that bard?
jean, internally panicking: that bard is a disney princess https://t.co/DkNFgz9Lms"
bard,"RT @ravingraven_: barbara: just who is that bard?
jean, internally panicking: that bard is a disney princess https://t.co/DkNFgz9Lms"
bard,"RT @XdelaC: More explorations with Bard #AI. 

I prompted as to why conservative voices were being stifled and progressive ideas were advan…"
bard,"@hackmods ahhhh I'm a DM in one group and I've played in a few campaigns in another group 🙏:

Some classes I've pla… https://t.co/NmPMj7Rmbb"
bard,"This is the reason BARD AI is better !!

#AI #ChatGPT #Bard #Google https://t.co/NKW5XtZk6e"
bard,🚀 AI is revolutionizing the commercial insurance sector. From improved customer service to efficient claims process… https://t.co/gbGYPYo16A
bard,The rise of #BardAI following the surge in popularity of #ChatGPT illustrates how quickly this #AI game is going to… https://t.co/6YdiS6dtWl
bard,Google Care Studio and Google Bard: Google's best chance to impact healthcare? https://t.co/Wm7T8nQXK8
bard,RT @MorrowLazuli: if you liked Charlie Slimecicle's performance in genloss then you are sure to love Just Roll With It (or JRWI) is an absu…
bard,"In some instances, this likely means ad loads will go up. Google will still show the ""top four"" ads plus these ads… https://t.co/UsLqcERi6q"
bard,"RT @aihara_namiko_0: Tubby's work lately is ""we need a Modstadt-style house because a certain bard visited a certain adeptus's abode recent…"
bard,RT @Velnicat: 🤝 FFXIV Bard fans speaking about Sanson &amp; Guydelot as a unit (do not separate) https://t.co/99G6PgwUzK
bard,"Why Tech Companies Keep Making Racist Mistakes With AI 

https://t.co/4jwCnwudXZ"
bard,"@OpenAI @Google Why are there 3+ different models on ChatGPT?
Combining these capabilities is the way to make it fu… https://t.co/Xenlce27AY"
bard,@cryptodavidw And you were just saying that you no longer use bing.  Bard SUCKS
bard,@ferrat_ the venn diagram is a circle !!
bard,"If the debt continues to grow at its current rate, it is possible that it could exceed the GDP of the world within… https://t.co/LCYibRBZI7"
bard,🍀 @realBradStaggs #WhatILearnedToday #ResistStupidity @RealRonPhillips #Mojo50 🍀 Bard Safe Travels on Your impendin… https://t.co/tBEM5uLpPR
bard,"RT @heyBarsee: Microsoft's new AI makes Windows super powerful
Adobe released an insane AI feature
META new1,100+ language model
Bard's new…"
bard,"RT @Itsshaunach: D&amp;D, but in a Haunted House 

🎙 - autistic bard
🗡 - secretly soft rogue
🛡 - cowardly paladin
🛤 - railroading DM
🏚 - settin…"
bard,Google Bard Gains Images With More Coming Soon https://t.co/IHpb9qR0rB https://t.co/9ZMq1kPTyA
bard,@official_bch @officialbiolar @gyaigyimii Hope say na person wey you wan marry you marry sha.. coz tiamiyu kilodee
bard,"Google Bard:

Given current trajectory when will the US debt exceed the GDP of the world?

It is impossible to say… https://t.co/O1juIeNOF5"
chatgpt,"Color Line 485 New NFT Make By 485 color per Color Used 50 Time Total 24,250 Lines in this art 

@opensea… https://t.co/fBKJiaYN0Q"
chatgpt,"RT @khalilApriday: The Complete Cyber Security Course Drive 

Volumes 1, 2, 3 &amp; 4

👉 Act quickly as the link might be taken down soon. 
Don…"
chatgpt,RT @DaveJSayers: Academics! Scrambling to ChatGPT-proof written assignments? I have an answer based on a somewhat obscure feature of Google…
chatgpt,"@Goforit13741231 This thread is saved to your Notion database.

Tags: [Chatgpt, Chatgptplugin]"
chatgpt,"@bart_deboer That makes sense. I’d say use it anyway maybe as a reference point and/or let ChatGPT write it, you re… https://t.co/psHWrCAzWF"
chatgpt,Leveraging #ChatGPT for Automated Smart Contract #Repair: A Preliminary Exploration of GPT-3-based Approaches https://t.co/A9Qvo4QuRG
chatgpt,RT @investorNPress: $EPAZ Hold Its Intellectual Properties for Battery Technologies https://t.co/rfi6efsfU4 #AI #Tether #TheLastOfUs #Apple…
chatgpt,"RT @writingsofrach: Medium-large companies with ChatGPT policies in place (stating what employees can/can't do with GAI, etc.)...I want to…"
chatgpt,"#ChatGPT can't and won't replace your doctor, says @HarveycastroMD on yesterday's #DigitalHealth InvestorTalk show.… https://t.co/BkwrRUoMht"
chatgpt,"@s_chiriac so.. why aren't you using ChatGPT +, it works when there is high demand too and there is no limitation of questions"
chatgpt,"7/ So how does ChatGPT works?

With an LLM under the hood, ChatGPT and other AI apps work by adding one word at a t… https://t.co/HyeFcAusss"
chatgpt,@emilymbender But there is no evidence that learning meaning from text is impossible. And in fact ChatGPT is strong… https://t.co/wVFkUltStJ
chatgpt,"➡️ #TopAI  #ArtificialIntelligence
This ChatGPT-enabled lens can apparently make you better at flirting, job interv… https://t.co/J6RgQL7RBX"
chatgpt,"RT @GeorgeTakei: No one expected the age of AI would be upon us so quickly. Then ChatGPT came along, and the world changed. With something…"
chatgpt,RT @samillingworth: Amazing new article in @sciencedirect asking if large language models like #ChatGPT can write reflectively: https://t.c…
chatgpt,TPI's Scott Wallsten and Nathaniel Lovin weighed in on the calls for regulation of AI and ChatGPT as described in t… https://t.co/PYZpPKY4CU
chatgpt,"RT @Salifsibane16: No one is talking about ChatGPT for creative strategy.

We've actually used it to 2x capacity while improving the qualit…"
chatgpt,@Adigradi @ChatGPT_yearn Congratulations ❤️
chatgpt,"RT @HeyAbhishekk: ChatGPT is just a single star in the AI galaxy.

AI Tools are the next big thing in AI.

Here are 8 insane new AI tools t…"
chatgpt,"RT @frankdegods: Petition for @OpenAI to put me on the earliest access list for all things related to ChatGPT.

Please like &amp; retweet to sp…"
chatgpt,"🌸 affordable premium accounts!

— accepting : Gcash, Load, Maya

 lfb coursehero canva grammarly quillbot youtube h… https://t.co/2tpLNV4fFf"
chatgpt,"@khuey_ As fast as chatgpt, but smarter https://t.co/jACNOA5GRj"
chatgpt,"@ihteshamit Big thanks for this list - always on the lookout for new AI tools like ChatGPT to try out. 🙌

Your insi… https://t.co/DhvGeRqce1"
chatgpt,"RT @ksumishart: @ChatGPT_yearn @JG65317134 Thank you soooo much dear🥹❤️❤️ It’s my lovely collection editions CRAZY LIPS💋
There are very few…"
chatgpt,"@Reuters @TargetedFreedom Yes, chatgpt can be programed to perform different tones in its response. I think most V2… https://t.co/481cCjb0M9"
chatgpt,"RT @TraderRob10: This is a 🧵/

I have fed #ChatGPT 4 with each subheading of the #FOMC minutes and asked it to summarize it from a traders…"
chatgpt,"RT @_gulam_anas_: Don't limit yourself to just ChatGPT and Bard,

Here are 8 AI tools you don't wanna miss:

① https://t.co/kJyCR0PyiZ ⇒ No…"
chatgpt,"RT @matchaman11: This is incredible🤯

You can chat with your data locally without using ChatGPT 😲

Run queries on your documents without wo…"
chatgpt,"Write a query in ChatGPT about a topic you know well. In my case, I queried it re: the literature on New England Fr… https://t.co/QFMYmVhpJH"
chatgpt,"RT @rachelmetz: my latest, and my first piece ever for @BW (which is really exciting!), is about people who are dabbling in ChatGPT for the…"
chatgpt,"RT @humanDAO: ""the company is looking to prioritize “a blend of human expertise and technological innovation” as society’s understanding of…"
chatgpt,"Google Bard AI free version is as good as the Chatgpt Plus version.

The gatekeeping is real haha.

Thank you @Google"
chatgpt,@follykrypton Chatgpt has been very helpful but i am tired of typing
chatgpt,"@HumanbeingAwk Bard, Google's AI rival to chatGPT, answers neoclassical. it also claims it's not any of these singl… https://t.co/DAD4EXNItT"
chatgpt,"RT @MakadiaHarsh: ChatGPT is a lifesaver for beginner YouTubers.

6-step guide to creating a video in 15 minutes (from scratch): https://t.…"
chatgpt,@Marie_Haynes @seroundtable I just tweeted my experience with planning a flight. ChatGPT + web is too good. If you… https://t.co/PN3XfHpryd
chatgpt,The Security Hole at the Heart of ChatGPT and Bing | WIRED https://t.co/iTnfo00MqW
chatgpt,@Dr_Yield_Curve Did they consider hiring ChatGPT?
chatgpt,"RT @varunramg: The average business
What people think on Twitter: Uses ChatGPT, Notion, 1500 API integrations, Monday dot com, worried AI w…"
chatgpt,"RT @heyrobinai: ChatGPT is free education.

But single-line prompts aren't going to do you any good.

7 ChatGPT prompts to turn you into a…"
chatgpt,RT @mohan_author: My students are using AI to cheat. Here’s why it’s a teachable moment https://t.co/SQJWQD5GME by @sivavaid @guardian
chatgpt,"RT @NeenaSAbrahamMD: 👉🏽 Score: 
🔸 1 for the #Gastroenterologist 
🔸 0 for ChatGPT

👉🏽 #AI is not ready to take over #GI #medicine 

👉🏽 Have…"
chatgpt,@FOX_GPT Free #ChatGPT inside #Utopia private messenger. This will be your personal #AI assistance. Available on Wi… https://t.co/4UuERpdi7c
chatgpt,RT @kvlly: Honestly the best part of ChatGPT is finally showing the world that take home tests are dumb and shouldn't be used (and so is li…
chatgpt,I gave Google's Bard (ChatGPT competitor)the current numbers on PulseChain $PLS &amp; PulseX $PLSX along with some key… https://t.co/sYssM9fTA0
chatgpt,"@EastBound06 In fact, the way you posed the question to ChatGPT, you desired a response like this. 😊"
chatgpt,"RT @RMHildebrandt: How to use ChatGPT to automate Google Docs custom proposals for your prospects

I recorded a video breaking down:
-demo…"
chatgpt,"RT @JimCognito2016: I swear that @AllisterHeath just puts a few key words into ChatGPT and sees what it churns out.

It barely makes any se…"
chatgpt,"RT @humanDAO: ""The company found, for example, that ChatGPT still considers FTX to be “a reputable and feature-rich” crypto exchange.""

The…"
chatgpt,"@syswarren this is the right prompt for chatgpt!
less the funny answers"
chatgpt,@aheze0 Beautiful UI Man! 💯 Check out this Recipe Generator I built with ChatGPT. https://t.co/9d1IbK77nf https://t.co/koOFGgjdYd
chatgpt,"RT @aaditsh: Most people ask ChatGPT single-line questions only to get below-average responses.

I spend hours writing great prompts to get…"
chatgpt,"RT @nntaleb: ChatGPT is the modern version of Flaubert's ""Dictionary of Received Ideas"" (Dictionnaire des idées reçues), that is, a powerfu…"
chatgpt,"RT @notionpunk: We’re closer to a world where computers can think like humans than you think.

Cornell University recently introduced a res…"
chatgpt,"RT @xanderatallah: Top @windowai_io apps that users are paying for:

🥇 Chatbot UI by @YKouloumbis (a fork of @mckaywrigley's chatgpt UI)
🥈…"
chatgpt,Microsoft announced Tuesday that OpenAI is using data from the Bing search engine to help improve its ChatGPT chatb… https://t.co/iOAkwInYgY
chatgpt,"🪧People basic needs are Home, Clothes and Food to survive.

🔰But Software Engineer needs are:
- Home
- Clothes
- Fo… https://t.co/iAYtQMsCr2"
chatgpt,"RT @braun_binder: Interessiert an Insights zu #ChatGPT ? 

👇

#AI #Basel #AIethics #Sustainability"
chatgpt,"Outsmarting AI
https://t.co/Qv9NDEnhG5"
chatgpt,"RT @SamanthaPostman: Topics you must master outside of Business that will you make money:

🔹 Sales

🔹 ChatGPT

🔹 Abundance

🔹 Technology

🔹…"
chatgpt,"RT @MushtaqBilalPhD: You regular reminder that ChatGPT may generate fake citations to research papers that don't exist.

Instead, use Scite…"
chatgpt,RT @_olamideolayemi: First ever ChatGPT conversation 🤖 https://t.co/RO2stOxTfj
chatgpt,"RT @pgrs_brighton: ChatGPT has got @ProfRJaspal down to a T

""Hi ChatGPT, can you write a patronising and dismissive speech about why the U…"
chatgpt,"Make $8,000/mo From ChatGPT Youtube Automation Channels 2023 (Make Money... https://t.co/ll5ufaWuj6 via @YouTube"
chatgpt,@plut0destroyme imagine a chatgpt apology though 😭
chatgpt,"Please watch the previous videos and see how they keep you busy with the same things over and over.

 #scam… https://t.co/3ckMstCOzl"
chatgpt,"Top @windowai_io apps that users are paying for:

🥇 Chatbot UI by @YKouloumbis (a fork of @mckaywrigley's chatgpt U… https://t.co/U919OOVono"
chatgpt,@agnostoxxx ChatGPT said it generated the prompt for this photo
chatgpt,"@Mr_Jacksonandon @verge I loathe @bing chat! It's still a bully, but instead of direct threats it just gaslights &amp;… https://t.co/VUlGpYPMuA"
chatgpt,idk how other unis work bc my uni accepts students using chatgpt for their work but students still get their works… https://t.co/bB5B7I3pOF
chatgpt,"RT @Anurag_Creates: ChatGPT was the king in the jungle.

Until now..

Checkout these insanely powerful AI Tools: https://t.co/PaWuD8pqhD"
chatgpt,"@28delayslater ChatGPT thought it best to enshrine this advise for future generations:

Tech troubles abound,
Direc… https://t.co/mMMubNhGPR"
chatgpt,"Check out Tako, the AI chatbot from @TikTok that can answer questions just like a human! Our AI tech is similar 🤖… https://t.co/dsjhKygUIw"
chatgpt,"RT @YoniFreedhoff: Hey ChatGPT, please generate a medical student with a large platform so desperate for attention he will say anything to…"
chatgpt,"you're stuck on a bug that you can't fix.

which model do you choose for help?
1. ChatGPT
2. Bard

you can choose only one, choose wisely!"
chatgpt,"@dannycantalk Yes but... I don't see it calling you an alt-right Nazi extremist pedophile yet so...

WHO ARE YOU AN… https://t.co/KCV6sKNt0U"
chatgpt,RT @raoulvilla: spent 20 minutes training ChatGPT to write the perfect anniversary note for my wife so don't try to tell me I'm not romantic
chatgpt,"RT @InsideCryptoMag: BREAKING: @Solana has formally integrated #AI into its network using a #ChatGPT plug-in.🔥

How will Solana improve use…"
chatgpt,"RT @khalilApriday: The Complete Cyber Security Course Drive 

Volumes 1, 2, 3 &amp; 4

👉 Act quickly as the link might be taken down soon. 
Don…"
chatgpt,"RT @itsPaulAi: Many people don't know it, but ChatGPT can help you learn a new language.

You can turn it into your own personal teacher wi…"
chatgpt,Unbelievable! chatGPT can tell me the TEMU invitation code &lt;151423717&gt;. As soon as I searched for this code in the… https://t.co/pf0MDKHakN
chatgpt,"RT @SashaMTL: I am once again asking ML researchers to stop engaging with closed-source systems like ChatGPT in their research. 
Let's focu…"
chatgpt,"RT @HeyAbhishekk: ChatGPT is just a single star in the AI galaxy.

AI Tools are the next big thing in AI.

Here are 8 insane new AI tools t…"
chatgpt,"RT @SuvanshSanjeev: Don't have access to ChatGPT Code Interpreter? Me neither.
But with Open Data Interpreter @BrilliantlyAI, you can chat…"
chatgpt,@BillDais @yaf @MattWalshBlog ChatGPT is a leftist propaganda outlet
chatgpt,"@jimkanaris Sometimes, I feel like Hdgr was channeling some ChatGPT fabulation while “etymologizing”…"
chatgpt,"RT @YoniFreedhoff: Hey ChatGPT, please generate a medical student with a large platform so desperate for attention he will say anything to…"
chatgpt,My students are using AI to cheat. Here’s why it’s a teachable moment https://t.co/SQJWQD5GME by @sivavaid @guardian
chatgpt,RT @kvlly: Honestly the best part of ChatGPT is finally showing the world that take home tests are dumb and shouldn't be used (and so is li…
chatgpt,Thinking about how can I turn chatGPT into a hood rat lol.
chatgpt,ChatGPT does not like the fish slapping skit @JohnCleese https://t.co/4oXSZM7023
chatgpt,"Ready to let your #skills run wild? 🏃

Help us find and report #ChatGPT vulnerabilities pronto. Join #OpenAI's… https://t.co/1Tffk0fBYy"
chatgpt,"WATCH: This ChatGPT-enabled lens can apparently make you better at flirting, job interviews, and give you a better… https://t.co/dtVQL8qu0j"
chatgpt,"RT @EricaClickup: Copywriters are earning $$$ with ChatGPT 

Still,  a lot of people don't know the right prompts to use 

And so I have pr…"
chatgpt,"@nsjames_ Interesting, I’ll take a look sometime this week

ChatGPT was definitely a let down for me, so hopefully this is better."
chatgpt,"Coincidence that they're  trying to depopulate just as AI is taking over?

This is just the beginning...

I'm on co… https://t.co/lWgky2uV8Y"
chatgpt,"@MailOnline Have chatgpt write these articles it’s clearly not in the DMs wheelhouse, Sam is a man so he would known as he… 🤡"
chatgpt,"RT @sethjkramer: Did you know OpenAI has an API?

That means you can build a chatbot similar to ChatGPT with the same OpenAI technology.

T…"
chatgpt,"RT @_gulam_anas_: Don't limit yourself to just ChatGPT and Bard,

Here are 8 AI tools you don't wanna miss:

① https://t.co/kJyCR0PyiZ ⇒ No…"
chatgpt,"RT @YoniFreedhoff: Hey ChatGPT, please generate a medical student with a large platform so desperate for attention he will say anything to…"
chatgpt,chatgpt my new bestie https://t.co/Zk5Fp7HMn3
chatgpt,"@zeeg first thing asked when we approached openai about how we want to integrate chatgpt into our app - ""what's your moat?"""
chatgpt,I was getting set to have a lovely weekend in San Diego but an emergency forced me to cancel. Had a nice hotel rez… https://t.co/rwlykid1kA
chatgpt,"RT @R_Dipshan: Me,  when #legaltech companies write ""#ChatGPT"" in their press release to refer to various #generativeAI models / LLMs: http…"
chatgpt,Microsoft announced a solution for a longstanding issue for Windows users in addition to other AI announcements and… https://t.co/4ikL9XPLoQ
chatgpt,Five Ways to Use ChatGPT for Investigations and Ediscovery https://t.co/0wv2CME0cW https://t.co/kRZUFDnoxM
chatgpt,@daboigbae it looks good on a resume but I know a lot of programmers without one who are self taught but with chatG… https://t.co/8eoinMIBWy
chatgpt,RT @okx: We got access to the new ChatGPT iPhone app 😏👏 https://t.co/tBCpsWiMsD
chatgpt,RT @dannycantalk: Asking ChatGPT about yourself is the new googling yourself. https://t.co/moo5SWXiL8
chatgpt,"RT @OpenAI: The ChatGPT app for iOS is now available to users in 11 more countries — Albania, Croatia, France, Germany, Ireland, Jamaica, K…"
chatgpt,RT @halomancer1: desantis is talking like if chatgpt was trained on facebook groups from 2020. just hitting a bunch of buzzwords and vaguel…
chatgpt,"RT @rachelmetz: my latest, and my first piece ever for @BW (which is really exciting!), is about people who are dabbling in ChatGPT for the…"
chatgpt,Microsoft announced a solution to a longstanding problem for Windows users amidst their recent AI and feature updat… https://t.co/q3LkCCK1t9
chatgpt,RT @nytimesbusiness: Get the best from ChatGPT with these golden prompts https://t.co/x95YoKM1As
chatgpt,"ChatGPT Mastery: Build, Deploy and Sell ChatGPT Applications  
8.5 hours | 1691 students  | April 2023 release 

🆓… https://t.co/6f2E0wNRdK"
chatgpt,I have noticed that ChatGPT-3.5 seems to have gotten better in terms of breaking down a problem and working out an… https://t.co/fHk1TFDRam
chatgpt,"Man’s Patience Wearing Thin With Brand-New, World Changing Technology #chatgpt #openai @elonmusk #AI @caseynewton… https://t.co/nU6pCVVVEe"
chatgpt,"1. Open to the AI world🤖
2. Learn to tap in the full power of AI tools📈
3. Realise how AMAZING ChatGPT is when you… https://t.co/1EoSTRIisK"
chatgpt,"In Its Fight with Google, Microsoft Will Integrate Bing Search into OpenAI’s ChatGPT https://t.co/REQUJZcUDM"
chatgpt,Microsoft Will Add Bing Search to OpenAI’s ChatGPT in Order to Compete with Google https://t.co/VWa0YNhy5n
chatgpt,"RT @itsPaulAi: Many people don't know it, but ChatGPT can help you learn a new language.

You can turn it into your own personal teacher wi…"
chatgpt,Why ChatGPT thinks the Peugeot Partner is a Fantastic Van https://t.co/9MXpq5C6B4   - for the real facts and to get… https://t.co/CdO4EydT2I
chatgpt,"RT @heyrobinai: ChatGPT is free education.

But single-line prompts aren't going to do you any good.

7 ChatGPT prompts to turn you into a…"
chatgpt,There's an interesting paper about Tree of Thoughts reasoning for #ChatGPT https://t.co/pgp7DeYf22 The link to prom… https://t.co/UlhqNXtdfy
chatgpt,"RT @XuCanwen: 🐲 We are releasing Baize v2! This is the best 7B chatbot! Fast &amp; lightweight!
🍺Baize v2 features Self-Distillation with Feedb…"
chatgpt,"@laoxuan92 Saved this Tweet to your Notion database.

Tags: [Chatgpt]"
chatgpt,"RT @itsPaulAi: Many people don't know it, but ChatGPT can help you learn a new language.

You can turn it into your own personal teacher wi…"
chatgpt,"ChatGPT even located detailed flight delay statistics for our specific route, helping me plan a comfortable layover… https://t.co/c1AqwqiUnP"
chatgpt,"Faced with a choice between two major hubs for a layover, ChatGPT didn't just list pros and cons. 

It took the ini… https://t.co/mHU4GOMmhs"
chatgpt,@Adigradi @ChatGPT_yearn A girl in the background 😂😂😂 https://t.co/z5GnGZxgNp
chatgpt,"Had a great experience with ChatGPT with web. Planned my son's first solo flight, and the level of personalized ass… https://t.co/4bRaKNsyOq"
chatgpt,@HillcrestCardCo @Johndoe54571221 @JnxOuaquaga @amanojt I am. Name 5 composers who wrote a ninth symphony. Don’t ch… https://t.co/5w91jQCRPG
chatgpt,"RT @Anurag_Creates: ChatGPT was the king in the jungle.

Until now..

Checkout these insanely powerful AI Tools: https://t.co/PaWuD8pqhD"
chatgpt,"1. Open to the AI world🤖
2. Learn to tap in the full power of AI tools📈
3. Realise how AMAZING ChatGPT is when you… https://t.co/NhzjXzT3jU"
chatgpt,chatgpt is giving me very satisfying answers ☺️ guess what? childhood trauma and domestic violence isn't all that u… https://t.co/xw5UyQNQHk
chatgpt,"RT @aaditsh: Most people ask ChatGPT single-line questions only to get below-average responses.

I spend hours writing great prompts to get…"
chatgpt,"RT @JimCognito2016: I swear that @AllisterHeath just puts a few key words into ChatGPT and sees what it churns out.

It barely makes any se…"
chatgpt,@iDrSunny @RishiSunak @sama @demishassabis @AnthropicAI @OpenAI @DeepMind ChatGPT would make a better cabinet appointment than most MP's
chatgpt,@PlainSite ChatGPT is the new Autopilot.
chatgpt,RT @samillingworth: Amazing new article in @sciencedirect asking if large language models like #ChatGPT can write reflectively: https://t.c…
chatgpt,"RT @_gulam_anas_: Don't limit yourself to just ChatGPT and Bard,

Here are 8 AI tools you don't wanna miss:

① https://t.co/kJyCR0PyiZ ⇒ No…"
chatgpt,"RT @khalilApriday: The Complete Cyber Security Course Drive 

Volumes 1, 2, 3 &amp; 4

👉 Act quickly as the link might be taken down soon. 
Don…"
chatgpt,"RT @itsPaulAi: ChatGPT isn't adapted for academic research. It frequently gives false references.

Use Bing Chat instead, it's connected to…"
chatgpt,"RT @Faster_Payments: Just in! Listen to the latest episode of OfftheRails from the #FasterPaymentsCouncil podcast, sponsored by @volantetec…"
chatgpt,"RT @EgorPaltov: Today, AI tools can SKYROCKET your productivity.

But 99% of people only know about ChatGPT.

So I packed 5 AI tools that a…"
chatgpt,"RT @WaxeWod: ""State lawmakers want children to fill labor shortages: As the federal government cracks down on child labor violations, some…"
chatgpt,"RT @heyrobinai: ChatGPT is free education.

But single-line prompts aren't going to do you any good.

7 ChatGPT prompts to turn you into a…"
chatgpt,"Introduction to Google Bard AI Chatbot (Google I/O 2023)
#Google #GoogleBard #GoogleLens #Lens #GoogleMaps #Maps… https://t.co/1XGQumCSC5"
chatgpt,"Top decentralized-AI apps users are paying for:

🥇 Chatbot UI by @YKouloumbis (a fork of @mckaywrigley's chatgpt UI… https://t.co/Fh6aRvdUb5"
chatgpt,RT @AlphaSignalAI: Searches for ChatGPT going down on weekends and up on weekdays. Beautiful to see data explain user behavior so well. htt…
chatgpt,RT @sh_reya: once again I spent 30m pair programming with chatgpt to debug something only to find that the first google search result (stac…
chatgpt,"RT @Marie_Haynes: I just asked ChatGPT to summarize the headings on @seroundtable.

It used Bing to browse the site and it summarized each…"
chatgpt,RT @JamesHaliburton: We're on a mission to replace low-code with AI-native development. Ready to join us on this exciting journey? Sign up…
chatgpt,"RT @Salifsibane16: No one is talking about ChatGPT for creative strategy.

We've actually used it to 2x capacity while improving the qualit…"
chatgpt,What ChatGPT Thinks About Digital Assets https://t.co/L63TBROtyT
chatgpt,RT @DataChaz: `Browse with Bing` is now available in #ChatGPT and has replaced the classic browsing plugin! ✨ https://t.co/RvVKcox2zd
chatgpt,"RT @TheJasSingh: ChatGPT Plugins can now super charge your learning.

Helping you 2X your learning speed... 

Here are the 7 best ChatGPT P…"
chatgpt,"Breaking Bad, but with computer science, by ChatGPT.

#ChatGPT #GPT4 https://t.co/Ao3hKF1epk"
chatgpt,"RT @itsPaulAi: Many people don't know it, but ChatGPT can help you learn a new language.

You can turn it into your own personal teacher wi…"
chatgpt,"RT @NeenaSAbrahamMD: 👉🏽 Score: 
🔸 1 for the #Gastroenterologist 
🔸 0 for ChatGPT

👉🏽 #AI is not ready to take over #GI #medicine 

👉🏽 Have…"
chatgpt,"RT @MushtaqBilalPhD: You regular reminder that ChatGPT may generate fake citations to research papers that don't exist.

Instead, use Scite…"
chatgpt,@heyBarsee kudos for the shoutout to ChatGPT and sharing the list of other AI tools! 🙌 AI really is a game-changer… https://t.co/nNeyQumsom
chatgpt,RT @CutTheNets_BSP: Ja Morant should’ve used ChatGPT more thoughtfully😂 https://t.co/MAcTy7Tqby
chatgpt,"RT @itsPaulAi: Many people don't know it, but ChatGPT can help you learn a new language.

You can turn it into your own personal teacher wi…"
chatgpt,"""The boss of the company behind ChatGPT has said it might consider leaving the EU if it fails to comply with a plan… https://t.co/r8yyC1W1NR"
chatgpt,"@ChatGPT_yearn @Adigradi Hey king👑 @ChatGPT_yearn Take mine also bob Marley
https://t.co/jbglvfOjP3 https://t.co/1lSLec1btN"
